sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
size_0467,size,parking meter,"Which is bigger, the parking meter?",monarch,parking meter,arbitration_dataset/images/size/size_0467_cf.png,arbitration_dataset/images/size/size_0467_std.png,visual_counterfact
size_0468,size,parrot,"Which is bigger, the parrot?",eraser,parrot,arbitration_dataset/images/size/size_0468_cf.png,arbitration_dataset/images/size/size_0468_std.png,visual_counterfact
size_0469,size,parrot,"Which is bigger, the parrot?",parrot,lifeboat,arbitration_dataset/images/size/size_0469_cf.png,arbitration_dataset/images/size/size_0469_std.png,visual_counterfact
size_0470,size,parsley,"Which is bigger, the parsley?",mouse,parsley,arbitration_dataset/images/size/size_0470_cf.png,arbitration_dataset/images/size/size_0470_std.png,visual_counterfact
size_0471,size,parsley,"Which is bigger, the parsley?",parsley,bus,arbitration_dataset/images/size/size_0471_cf.png,arbitration_dataset/images/size/size_0471_std.png,visual_counterfact
size_0472,size,peacock,"Which is bigger, the peacock?",turnip,peacock,arbitration_dataset/images/size/size_0472_cf.png,arbitration_dataset/images/size/size_0472_std.png,visual_counterfact
size_0473,size,peacock,"Which is bigger, the peacock?",peacock,birch,arbitration_dataset/images/size/size_0473_cf.png,arbitration_dataset/images/size/size_0473_std.png,visual_counterfact
size_0474,size,peas,"Which is bigger, the peas?",wasp,peas,arbitration_dataset/images/size/size_0474_cf.png,arbitration_dataset/images/size/size_0474_std.png,visual_counterfact
size_0475,size,peas,"Which is bigger, the peas?",peas,pencil,arbitration_dataset/images/size/size_0475_cf.png,arbitration_dataset/images/size/size_0475_std.png,visual_counterfact
size_0476,size,pen,"Which is bigger, the pen?",peas,pen,arbitration_dataset/images/size/size_0476_cf.png,arbitration_dataset/images/size/size_0476_std.png,visual_counterfact
size_0477,size,pen,"Which is bigger, the pen?",pen,beaver,arbitration_dataset/images/size/size_0477_cf.png,arbitration_dataset/images/size/size_0477_std.png,visual_counterfact
size_0478,size,pencil,"Which is bigger, the pencil?",pencil,hose,arbitration_dataset/images/size/size_0478_cf.png,arbitration_dataset/images/size/size_0478_std.png,visual_counterfact
size_0479,size,penguin,"Which is bigger, the penguin?",penguin,barn,arbitration_dataset/images/size/size_0479_cf.png,arbitration_dataset/images/size/size_0479_std.png,visual_counterfact
size_0480,size,piano,"Which is bigger, the piano?",zucchini,piano,arbitration_dataset/images/size/size_0480_cf.png,arbitration_dataset/images/size/size_0480_std.png,visual_counterfact
size_0481,size,piano,"Which is bigger, the piano?",piano,birch,arbitration_dataset/images/size/size_0481_cf.png,arbitration_dataset/images/size/size_0481_std.png,visual_counterfact
size_0482,size,pickle,"Which is bigger, the pickle?",pickle,pig,arbitration_dataset/images/size/size_0482_cf.png,arbitration_dataset/images/size/size_0482_std.png,visual_counterfact
size_0483,size,pig,"Which is bigger, the pig?",pig,barn,arbitration_dataset/images/size/size_0483_cf.png,arbitration_dataset/images/size/size_0483_std.png,visual_counterfact
size_0484,size,pigeon,"Which is bigger, the pigeon?",cranberry,pigeon,arbitration_dataset/images/size/size_0484_cf.png,arbitration_dataset/images/size/size_0484_std.png,visual_counterfact
size_0485,size,pigeon,"Which is bigger, the pigeon?",pigeon,walrus,arbitration_dataset/images/size/size_0485_cf.png,arbitration_dataset/images/size/size_0485_std.png,visual_counterfact
size_0486,size,piggy bank,"Which is bigger, the piggy bank?",ring,piggy bank,arbitration_dataset/images/size/size_0486_cf.png,arbitration_dataset/images/size/size_0486_std.png,visual_counterfact
size_0487,size,piggy bank,"Which is bigger, the piggy bank?",piggy bank,bearskin,arbitration_dataset/images/size/size_0487_cf.png,arbitration_dataset/images/size/size_0487_std.png,visual_counterfact
size_0488,size,pill bottle,"Which is bigger, the pill bottle?",pill bottle,hay,arbitration_dataset/images/size/size_0488_cf.png,arbitration_dataset/images/size/size_0488_std.png,visual_counterfact
size_0489,size,pillow,"Which is bigger, the pillow?",golf ball,pillow,arbitration_dataset/images/size/size_0489_cf.png,arbitration_dataset/images/size/size_0489_std.png,visual_counterfact
size_0490,size,pillow,"Which is bigger, the pillow?",pillow,fireboat,arbitration_dataset/images/size/size_0490_cf.png,arbitration_dataset/images/size/size_0490_std.png,visual_counterfact
size_0491,size,pineapple,"Which is bigger, the pineapple?",pineapple,tiger,arbitration_dataset/images/size/size_0491_cf.png,arbitration_dataset/images/size/size_0491_std.png,visual_counterfact
size_0492,size,pineapple,"Which is bigger, the pineapple?",cherry,pineapple,arbitration_dataset/images/size/size_0492_cf.png,arbitration_dataset/images/size/size_0492_std.png,visual_counterfact
size_0493,size,ping-pong balls,"Which is bigger, the ping-pong balls?",pingpong balls,oystercatcher,arbitration_dataset/images/size/size_0493_cf.png,arbitration_dataset/images/size/size_0493_std.png,visual_counterfact
size_0494,size,pistol,"Which is bigger, the pistol?",pistol,lawn mower,arbitration_dataset/images/size/size_0494_cf.png,arbitration_dataset/images/size/size_0494_std.png,visual_counterfact
size_0495,size,plastic bag,"Which is bigger, the plastic bag?",plastic bag,lifeboat,arbitration_dataset/images/size/size_0495_cf.png,arbitration_dataset/images/size/size_0495_std.png,visual_counterfact
size_0496,size,plate,"Which is bigger, the plate?",snail,plate,arbitration_dataset/images/size/size_0496_cf.png,arbitration_dataset/images/size/size_0496_std.png,visual_counterfact
size_0497,size,plate,"Which is bigger, the plate?",plate,thatch,arbitration_dataset/images/size/size_0497_cf.png,arbitration_dataset/images/size/size_0497_std.png,visual_counterfact
size_0498,size,platypus,"Which is bigger, the platypus?",nail,platypus,arbitration_dataset/images/size/size_0498_cf.png,arbitration_dataset/images/size/size_0498_std.png,visual_counterfact
size_0499,size,platypus,"Which is bigger, the platypus?",platypus,snowplow,arbitration_dataset/images/size/size_0499_cf.png,arbitration_dataset/images/size/size_0499_std.png,visual_counterfact
size_0500,size,pliers,"Which is bigger, the pliers?",pliers,table,arbitration_dataset/images/size/size_0500_cf.png,arbitration_dataset/images/size/size_0500_std.png,visual_counterfact
size_0501,size,pliers,"Which is bigger, the pliers?",safety pin,pliers,arbitration_dataset/images/size/size_0501_cf.png,arbitration_dataset/images/size/size_0501_std.png,visual_counterfact
size_0502,size,plum,"Which is bigger, the plum?",housefly,plum,arbitration_dataset/images/size/size_0502_cf.png,arbitration_dataset/images/size/size_0502_std.png,visual_counterfact
size_0503,size,plum,"Which is bigger, the plum?",plum,raccoon,arbitration_dataset/images/size/size_0503_cf.png,arbitration_dataset/images/size/size_0503_std.png,visual_counterfact
size_0504,size,plunger,"Which is bigger, the plunger?",plunger,thatch,arbitration_dataset/images/size/size_0504_cf.png,arbitration_dataset/images/size/size_0504_std.png,visual_counterfact
size_0505,size,plunger,"Which is bigger, the plunger?",snail,plunger,arbitration_dataset/images/size/size_0505_cf.png,arbitration_dataset/images/size/size_0505_std.png,visual_counterfact
size_0506,size,pomegranate,"Which is bigger, the pomegranate?",safety pin,pomegranate,arbitration_dataset/images/size/size_0506_cf.png,arbitration_dataset/images/size/size_0506_std.png,visual_counterfact
size_0507,size,pomegranate,"Which is bigger, the pomegranate?",pomegranate,panda,arbitration_dataset/images/size/size_0507_cf.png,arbitration_dataset/images/size/size_0507_std.png,visual_counterfact
size_0508,size,pool table,"Which is bigger, the pool table?",pool table,space shuttle,arbitration_dataset/images/size/size_0508_cf.png,arbitration_dataset/images/size/size_0508_std.png,visual_counterfact
size_0509,size,poppy,"Which is bigger, the poppy?",poppy,fireboat,arbitration_dataset/images/size/size_0509_cf.png,arbitration_dataset/images/size/size_0509_std.png,visual_counterfact
size_0510,size,poppy,"Which is bigger, the poppy?",golf ball,poppy,arbitration_dataset/images/size/size_0510_cf.png,arbitration_dataset/images/size/size_0510_std.png,visual_counterfact
size_0511,size,porcupine,"Which is bigger, the porcupine?",porcupine,bus,arbitration_dataset/images/size/size_0511_cf.png,arbitration_dataset/images/size/size_0511_std.png,visual_counterfact
size_0512,size,potato,"Which is bigger, the potato?",potato,jeans,arbitration_dataset/images/size/size_0512_cf.png,arbitration_dataset/images/size/size_0512_std.png,visual_counterfact
size_0513,size,pretzel,"Which is bigger, the pretzel?",safety pin,pretzel,arbitration_dataset/images/size/size_0513_cf.png,arbitration_dataset/images/size/size_0513_std.png,visual_counterfact
size_0514,size,pretzel,"Which is bigger, the pretzel?",pretzel,sleigh,arbitration_dataset/images/size/size_0514_cf.png,arbitration_dataset/images/size/size_0514_std.png,visual_counterfact
size_0515,size,ptarmigan,"Which is bigger, the ptarmigan?",nail,ptarmigan,arbitration_dataset/images/size/size_0515_cf.png,arbitration_dataset/images/size/size_0515_std.png,visual_counterfact
size_0516,size,ptarmigan,"Which is bigger, the ptarmigan?",ptarmigan,snowplow,arbitration_dataset/images/size/size_0516_cf.png,arbitration_dataset/images/size/size_0516_std.png,visual_counterfact
size_0517,size,puck,"Which is bigger, the puck?",rapeseed,puck,arbitration_dataset/images/size/size_0517_cf.png,arbitration_dataset/images/size/size_0517_std.png,visual_counterfact
size_0518,size,pumpkin,"Which is bigger, the pumpkin?",pumpkin,crane,arbitration_dataset/images/size/size_0518_cf.png,arbitration_dataset/images/size/size_0518_std.png,visual_counterfact
size_0519,size,pumpkin,"Which is bigger, the pumpkin?",hornet,pumpkin,arbitration_dataset/images/size/size_0519_cf.png,arbitration_dataset/images/size/size_0519_std.png,visual_counterfact
size_0520,size,punching bag,"Which is bigger, the punching bag?",punching bag,fireboat,arbitration_dataset/images/size/size_0520_cf.png,arbitration_dataset/images/size/size_0520_std.png,visual_counterfact
size_0521,size,raccoon,"Which is bigger, the raccoon?",raccoon,elephant,arbitration_dataset/images/size/size_0521_cf.png,arbitration_dataset/images/size/size_0521_std.png,visual_counterfact
size_0522,size,radio,"Which is bigger, the radio?",lacewing,radio,arbitration_dataset/images/size/size_0522_cf.png,arbitration_dataset/images/size/size_0522_std.png,visual_counterfact
size_0523,size,radish,"Which is bigger, the radish?",radish,owl,arbitration_dataset/images/size/size_0523_cf.png,arbitration_dataset/images/size/size_0523_std.png,visual_counterfact
size_0524,size,radish,"Which is bigger, the radish?",peas,radish,arbitration_dataset/images/size/size_0524_cf.png,arbitration_dataset/images/size/size_0524_std.png,visual_counterfact
size_0525,size,raisin,"Which is bigger, the raisin?",raisin,chain,arbitration_dataset/images/size/size_0525_cf.png,arbitration_dataset/images/size/size_0525_std.png,visual_counterfact
size_0526,size,rapeseed,"Which is bigger, the rapeseed?",ladybug,rapeseed,arbitration_dataset/images/size/size_0526_cf.png,arbitration_dataset/images/size/size_0526_std.png,visual_counterfact
size_0527,size,raspberry,"Which is bigger, the raspberry?",grape,raspberry,arbitration_dataset/images/size/size_0527_cf.png,arbitration_dataset/images/size/size_0527_std.png,visual_counterfact
size_0528,size,raspberry,"Which is bigger, the raspberry?",raspberry,football,arbitration_dataset/images/size/size_0528_cf.png,arbitration_dataset/images/size/size_0528_std.png,visual_counterfact
size_0529,size,rattlesnake,"Which is bigger, the rattlesnake?",rattlesnake,boat,arbitration_dataset/images/size/size_0529_cf.png,arbitration_dataset/images/size/size_0529_std.png,visual_counterfact
size_0530,size,rattlesnake,"Which is bigger, the rattlesnake?",lacewing,rattlesnake,arbitration_dataset/images/size/size_0530_cf.png,arbitration_dataset/images/size/size_0530_std.png,visual_counterfact
size_0531,size,raven,"Which is bigger, the raven?",raven,limousine,arbitration_dataset/images/size/size_0531_cf.png,arbitration_dataset/images/size/size_0531_std.png,visual_counterfact
size_0532,size,raven,"Which is bigger, the raven?",grasshopper,raven,arbitration_dataset/images/size/size_0532_cf.png,arbitration_dataset/images/size/size_0532_std.png,visual_counterfact
size_0533,size,refrigerator,"Which is bigger, the refrigerator?",refrigerator,tree,arbitration_dataset/images/size/size_0533_cf.png,arbitration_dataset/images/size/size_0533_std.png,visual_counterfact
size_0534,size,remote,"Which is bigger, the remote?",remote,table,arbitration_dataset/images/size/size_0534_cf.png,arbitration_dataset/images/size/size_0534_std.png,visual_counterfact
size_0535,size,remote,"Which is bigger, the remote?",safety pin,remote,arbitration_dataset/images/size/size_0535_cf.png,arbitration_dataset/images/size/size_0535_std.png,visual_counterfact
size_0536,size,rhubarb,"Which is bigger, the rhubarb?",rhubarb,birch,arbitration_dataset/images/size/size_0536_cf.png,arbitration_dataset/images/size/size_0536_std.png,visual_counterfact
size_0537,size,rifle,"Which is bigger, the rifle?",rifle,rv,arbitration_dataset/images/size/size_0537_cf.png,arbitration_dataset/images/size/size_0537_std.png,visual_counterfact
size_0538,size,rifle,"Which is bigger, the rifle?",snail,rifle,arbitration_dataset/images/size/size_0538_cf.png,arbitration_dataset/images/size/size_0538_std.png,visual_counterfact
size_0539,size,ring,"Which is bigger, the ring?",ladybug,ring,arbitration_dataset/images/size/size_0539_cf.png,arbitration_dataset/images/size/size_0539_std.png,visual_counterfact
size_0540,size,rocket,"Which is bigger, the rocket?",wolf,rocket,arbitration_dataset/images/size/size_0540_cf.png,arbitration_dataset/images/size/size_0540_std.png,visual_counterfact
size_0541,size,rooster,"Which is bigger, the rooster?",banana,rooster,arbitration_dataset/images/size/size_0541_cf.png,arbitration_dataset/images/size/size_0541_std.png,visual_counterfact
size_0542,size,rooster,"Which is bigger, the rooster?",rooster,bus,arbitration_dataset/images/size/size_0542_cf.png,arbitration_dataset/images/size/size_0542_std.png,visual_counterfact
size_0543,size,rose,"Which is bigger, the rose?",rose,tree,arbitration_dataset/images/size/size_0543_cf.png,arbitration_dataset/images/size/size_0543_std.png,visual_counterfact
size_0544,size,saddle,"Which is bigger, the saddle?",mouse,saddle,arbitration_dataset/images/size/size_0544_cf.png,arbitration_dataset/images/size/size_0544_std.png,visual_counterfact
size_0545,size,saddle,"Which is bigger, the saddle?",saddle,bus,arbitration_dataset/images/size/size_0545_cf.png,arbitration_dataset/images/size/size_0545_std.png,visual_counterfact
size_0546,size,safe,"Which is bigger, the safe?",ballpoint,safe,arbitration_dataset/images/size/size_0546_cf.png,arbitration_dataset/images/size/size_0546_std.png,visual_counterfact
